user_id,censor_status,work_year
294383,2,10+ years
294384,2,10+ years
294385,2,8 years
294386,0,10+ years
294387,0,10+ years
294388,1,9 years
294391,1,10+ years
294392,2,8 years
294394,0,8 years
294400,0,10+ years
294402,1,10+ years
294403,2,6 years
294409,0,10+ years
294410,1,10+ years
294412,2,10+ years
294415,1,7 years
294420,1,10+ years
294421,0,7 years
294422,0,7 years
294423,0,10+ years
294425,0,8 years
294430,1,10+ years
294432,1,10+ years
294433,1,7 years
294434,2,8 years
294435,1,10+ years
294436,0,10+ years
294438,0,10+ years
294443,2,10+ years
294444,2,10+ years
294445,0,7 years
294446,0,10+ years
294447,1,10+ years
294448,2,10+ years
294449,1,10+ years
294450,1,10+ years
294451,1,10+ years
294452,0,8 years
294454,2,7 years
294455,1,10+ years
294456,2,6 years
294457,2,10+ years
294459,1,10+ years
294462,1,10+ years
294464,1,7 years
294465,1,10+ years
294466,0,10+ years
294467,1,6 years
294469,1,10+ years
294470,0,10+ years
294472,2,10+ years
294475,0,9 years
294477,0,7 years
294479,1,10+ years
294480,0,10+ years
294482,1,10+ years
294486,1,10+ years
294487,2,10+ years
294490,0,10+ years
294491,0,10+ years
294492,2,6 years
294495,0,10+ years
294497,2,10+ years
294499,2,10+ years
294500,1,8 years
294501,1,9 years
294502,0,8 years
294506,0,10+ years
294507,1,10+ years
294508,1,6 years
294509,0,10+ years
294511,0,10+ years
294513,2,10+ years
294516,1,8 years
294519,0,10+ years
294520,2,10+ years
294521,2,7 years
294522,2,6 years
294525,1,6 years
294527,0,10+ years
294528,1,7 years
294529,1,10+ years
294531,1,10+ years
294532,0,10+ years
294535,0,10+ years
294536,1,10+ years
294538,2,7 years
294539,2,10+ years
294540,1,10+ years
294541,2,10+ years
294543,1,10+ years
294544,0,8 years
294545,0,10+ years
294546,0,9 years
294547,2,10+ years
294548,2,10+ years
294549,1,8 years
294553,0,10+ years
294555,2,10+ years
294556,2,6 years
294557,2,7 years
294560,1,10+ years
294565,1,10+ years
294566,1,10+ years
294568,0,10+ years
294569,1,10+ years
294570,2,7 years
294571,2,10+ years
294574,0,10+ years
294577,0,10+ years
294578,0,10+ years
294579,0,7 years
294581,2,10+ years
294582,1,9 years
294583,1,6 years
294586,2,6 years
294589,1,10+ years
294590,2,10+ years
294596,1,10+ years
294598,0,10+ years
294600,0,10+ years
294601,2,8 years
294605,2,10+ years
294606,0,10+ years
294609,1,10+ years
294612,0,10+ years
294616,1,7 years
294618,0,10+ years
294620,2,6 years
294622,2,6 years
294625,1,8 years
294626,1,6 years
294629,0,10+ years
294632,1,10+ years
294633,2,8 years
294634,0,9 years
294635,0,8 years
294637,1,9 years
294640,1,8 years
294644,2,10+ years
294645,2,6 years
294646,1,10+ years
294648,0,10+ years
294650,2,10+ years
294652,2,10+ years
294654,1,8 years
294656,2,10+ years
294657,2,10+ years
294658,1,9 years
294659,2,10+ years
294664,2,10+ years
294668,2,9 years
294669,0,10+ years
294670,2,7 years
294671,0,10+ years
294672,2,10+ years
294673,2,10+ years
294675,2,8 years
294677,0,10+ years
294678,2,6 years
294679,2,10+ years
294680,0,10+ years
294682,0,10+ years
294687,2,10+ years
294689,1,10+ years
294692,1,6 years
294693,1,10+ years
294694,0,10+ years
294695,2,10+ years
294696,2,10+ years
294703,1,10+ years
294704,2,10+ years
294706,1,8 years
294709,2,10+ years
294710,1,10+ years
294711,2,10+ years
294714,2,10+ years
294715,0,10+ years
294716,1,9 years
294717,2,9 years
294718,2,10+ years
294720,0,10+ years
294721,2,7 years
294722,0,10+ years
294724,2,9 years
294729,1,7 years
294730,2,8 years
294733,0,10+ years
294736,2,8 years
294740,1,10+ years
294741,1,10+ years
294742,2,10+ years
294743,0,10+ years
294744,1,8 years
294747,2,9 years
294748,1,10+ years
294749,0,6 years
294750,2,10+ years
294754,2,7 years
294756,2,10+ years
294757,1,7 years
294758,0,8 years
294760,1,10+ years
294762,1,10+ years
294764,1,10+ years
294768,2,9 years
294769,0,10+ years
294772,2,10+ years
294773,2,7 years
294776,2,10+ years
294777,1,9 years
294778,1,10+ years
294779,0,10+ years
294781,1,10+ years
294784,1,9 years
294786,1,10+ years
294792,2,8 years
294794,1,7 years
294795,1,8 years
294796,2,10+ years
294797,0,10+ years
294798,2,10+ years
294799,0,9 years
294801,1,10+ years
294804,1,10+ years
294805,2,10+ years
294807,1,7 years
294808,0,10+ years
294809,2,10+ years
294810,0,10+ years
294812,0,10+ years
294816,0,7 years
294817,2,8 years
294819,0,9 years
294821,0,8 years
294822,0,10+ years
294824,2,10+ years
294825,1,10+ years
294826,0,7 years
294828,0,10+ years
294829,1,10+ years
294832,0,6 years
294835,1,10+ years
294837,0,8 years
294838,0,10+ years
294839,1,10+ years
294840,1,6 years
294848,0,7 years
294849,2,10+ years
294850,1,7 years
294851,2,6 years
294852,0,10+ years
294853,1,8 years
294854,2,10+ years
294858,0,10+ years
294861,2,10+ years
294862,0,10+ years
294867,2,10+ years
294871,0,10+ years
294874,1,7 years
294876,2,10+ years
294877,1,10+ years
294879,0,10+ years
294880,1,6 years
294881,2,10+ years
294885,1,10+ years
294887,1,7 years
294892,0,10+ years
294893,1,10+ years
294894,0,9 years
294897,1,10+ years
294899,2,6 years
294901,0,10+ years
294904,0,10+ years
294905,2,10+ years
294906,2,10+ years
294910,1,9 years
294911,1,10+ years
294912,1,9 years
294914,2,8 years
294916,1,10+ years
294920,1,10+ years
294922,1,10+ years
294923,1,10+ years
294926,1,10+ years
294927,2,10+ years
294928,1,10+ years
294929,2,10+ years
294932,0,10+ years
294934,1,10+ years
294935,2,6 years
294936,1,10+ years
294938,1,7 years
294940,2,10+ years
294941,1,10+ years
294942,1,10+ years
294943,2,10+ years
294948,0,6 years
294949,1,10+ years
294952,2,10+ years
294955,1,8 years
294956,1,10+ years
294957,1,10+ years
294958,1,10+ years
294961,2,6 years
294963,1,10+ years
294964,2,10+ years
294968,1,6 years
294969,1,10+ years
294974,1,10+ years
294977,2,10+ years
294978,2,10+ years
294979,0,10+ years
294981,1,6 years
294984,2,9 years
294986,2,10+ years
294987,2,10+ years
294988,1,6 years
294992,1,10+ years
294994,0,10+ years
294996,0,9 years
294998,0,10+ years
295000,0,8 years
295001,2,10+ years
295002,0,10+ years
295003,1,10+ years
295004,1,8 years
295009,1,10+ years
295010,0,9 years
295011,2,6 years
295013,0,10+ years
295015,0,8 years
295019,1,10+ years
295021,1,10+ years
295024,2,7 years
295027,0,10+ years
295029,1,10+ years
295030,1,10+ years
295031,2,10+ years
295032,2,10+ years
295034,1,9 years
295036,1,10+ years
295037,0,10+ years
295038,2,10+ years
295041,1,10+ years
295042,0,10+ years
295043,2,10+ years
295044,0,8 years
295045,1,9 years
295048,1,10+ years
295049,2,10+ years
295051,0,10+ years
295054,1,10+ years
295057,0,8 years
295059,2,6 years
295060,1,10+ years
295061,1,10+ years
295062,1,6 years
295064,0,8 years
295066,2,8 years
295067,2,10+ years
295068,0,9 years
295070,1,10+ years
295071,1,6 years
295072,0,10+ years
295074,2,10+ years
295076,1,8 years
295077,0,10+ years
295079,2,8 years
295080,0,7 years
295082,0,10+ years
295083,1,6 years
295085,2,10+ years
295090,1,8 years
295091,0,10+ years
295092,1,10+ years
295094,2,10+ years
295095,1,10+ years
295097,2,7 years
295100,1,10+ years
295102,0,10+ years
295103,2,10+ years
295104,1,10+ years
295105,0,8 years
295107,1,7 years
295113,1,10+ years
295115,0,10+ years
295117,2,10+ years
295119,0,10+ years
295123,0,10+ years
295125,2,10+ years
295127,0,9 years
295128,2,10+ years
295132,1,8 years
295139,1,10+ years
295140,1,10+ years
295142,2,10+ years
295143,1,8 years
295144,1,10+ years
295145,1,10+ years
295147,2,10+ years
295150,0,10+ years
295157,1,10+ years
295158,1,10+ years
295159,0,10+ years
295160,0,8 years
295164,2,9 years
295166,0,9 years
295168,1,10+ years
295170,1,7 years
295172,0,10+ years
295173,1,9 years
295175,1,10+ years
295178,2,10+ years
295179,2,10+ years
295181,0,6 years
295182,2,10+ years
295183,1,10+ years
295185,2,10+ years
295190,1,10+ years
295197,0,10+ years
295198,1,8 years
295200,2,10+ years
295203,1,10+ years
295204,1,9 years
295206,1,6 years
295208,0,10+ years
295216,0,6 years
295218,2,7 years
295220,2,10+ years
295221,2,10+ years
295222,2,10+ years
295223,2,10+ years
295226,0,10+ years
295227,2,6 years
295228,2,10+ years
295229,1,8 years
295231,2,10+ years
295232,2,10+ years
295233,2,10+ years
295235,1,10+ years
295236,1,10+ years
295237,0,8 years
295238,1,10+ years
295243,1,10+ years
295244,0,10+ years
295245,1,10+ years
295246,1,10+ years
295247,0,8 years
295249,0,6 years
295250,2,9 years
295252,1,10+ years
295254,2,10+ years
295255,0,6 years
295256,0,9 years
295260,0,8 years
295261,0,10+ years
295262,2,10+ years
295264,2,10+ years
295265,2,10+ years
295266,1,9 years
295267,1,7 years
295268,0,8 years
295269,2,9 years
295272,1,10+ years
295275,1,8 years
295279,1,10+ years
295280,1,10+ years
295281,2,10+ years
295282,1,7 years
295284,2,7 years
295285,2,10+ years
295286,1,6 years
295287,2,10+ years
295291,0,8 years
295292,1,8 years
295293,1,10+ years
295294,2,7 years
295296,2,10+ years
295297,0,8 years
295298,0,10+ years
295299,1,8 years
295302,0,7 years
295303,1,7 years
295304,2,10+ years
295305,1,9 years
295308,1,10+ years
295309,0,10+ years
295310,2,8 years
295312,0,10+ years
295315,1,10+ years
295317,1,10+ years
295320,1,7 years
295324,0,10+ years
295326,2,10+ years
295331,1,10+ years
295336,1,10+ years
295342,1,10+ years
295348,1,6 years
295350,0,7 years
295353,1,7 years
295354,1,9 years
295356,2,10+ years
295358,1,10+ years
295360,2,8 years
295361,2,10+ years
295363,1,10+ years
295365,0,9 years
295366,0,10+ years
295367,2,10+ years
295369,0,10+ years
295370,1,10+ years
295371,1,10+ years
295373,0,7 years
295375,2,9 years
295376,1,10+ years
295378,1,10+ years
295379,0,10+ years
295380,0,10+ years
295383,2,10+ years
295384,1,10+ years
295385,2,10+ years
295386,0,10+ years
295389,1,10+ years
295392,0,10+ years
295393,2,10+ years
295396,1,10+ years
295399,2,10+ years
295401,1,10+ years
295402,0,10+ years
295404,0,8 years
295405,1,9 years
295409,2,10+ years
295411,2,10+ years
295412,1,10+ years
295416,2,7 years
295418,0,10+ years
295419,1,6 years
295421,1,10+ years
295422,0,10+ years
295424,1,10+ years
295425,2,10+ years
295426,0,7 years
295427,0,10+ years
295428,0,10+ years
295429,0,10+ years
295430,2,10+ years
295434,2,10+ years
295435,1,6 years
295438,2,10+ years
295439,1,8 years
295440,1,10+ years
295444,2,7 years
295446,1,10+ years
295447,0,10+ years
295451,1,10+ years
295452,1,10+ years
295454,1,8 years
295457,2,10+ years
295459,1,10+ years
295460,1,6 years
295461,1,7 years
295464,0,10+ years
295469,1,10+ years
295471,1,10+ years
295472,0,10+ years
295475,1,10+ years
295476,2,7 years
295479,1,10+ years
295482,2,8 years
295484,1,8 years
295485,0,10+ years
295487,1,8 years
295489,1,10+ years
295491,1,10+ years
295494,0,8 years
295495,1,10+ years
295496,2,10+ years
295497,1,10+ years
295498,1,8 years
295500,2,10+ years
295502,0,8 years
295506,0,8 years
295509,0,10+ years
295510,1,10+ years
295513,2,7 years
295514,2,6 years
295516,2,10+ years
295517,2,10+ years
295522,2,9 years
295525,2,6 years
295526,0,7 years
295527,2,10+ years
295529,1,6 years
295531,2,10+ years
295534,0,7 years
295536,1,8 years
295537,2,10+ years
295541,1,10+ years
295542,1,8 years
295543,1,8 years
295544,2,10+ years
295545,1,10+ years
295546,2,10+ years
295547,0,10+ years
295548,0,9 years
295549,0,6 years
295553,1,9 years
295562,1,10+ years
295563,2,10+ years
295564,1,10+ years
295570,2,9 years
295573,1,6 years
295575,1,10+ years
295577,1,10+ years
295583,0,10+ years
295586,2,8 years
295589,1,10+ years
295590,1,10+ years
295591,0,9 years
295592,2,10+ years
295593,1,8 years
295594,1,8 years
295595,1,9 years
295596,2,10+ years
295597,2,10+ years
295602,1,9 years
295604,2,10+ years
295606,0,10+ years
295607,1,7 years
295608,1,9 years
295609,2,7 years
295610,0,10+ years
295612,1,10+ years
295613,1,10+ years
295617,0,10+ years
295619,1,10+ years
295621,0,10+ years
295622,2,7 years
295623,2,10+ years
295626,2,10+ years
295627,0,10+ years
295628,1,10+ years
295629,0,10+ years
295632,0,7 years
295633,2,10+ years
295635,1,10+ years
295636,1,10+ years
295639,1,10+ years
295642,1,10+ years
295643,1,8 years
295644,0,7 years
295649,2,10+ years
295656,2,10+ years
295658,2,6 years
295659,0,7 years
295663,1,10+ years
295665,2,10+ years
295668,2,10+ years
295671,2,10+ years
295673,0,8 years
295680,1,6 years
295687,0,9 years
295690,2,10+ years
295695,0,6 years
295696,1,10+ years
295698,2,10+ years
295699,1,9 years
295700,0,8 years
295701,1,10+ years
295703,1,9 years
295706,0,9 years
295708,1,8 years
295710,0,10+ years
295712,1,10+ years
295714,2,10+ years
295715,2,10+ years
295717,0,10+ years
295719,1,7 years
295720,1,10+ years
295721,2,10+ years
295723,2,6 years
295724,2,10+ years
295726,1,10+ years
295727,2,10+ years
295728,1,10+ years
295730,2,10+ years
295734,2,10+ years
295735,1,10+ years
295738,0,10+ years
295740,0,10+ years
295746,1,6 years
295747,1,10+ years
295748,1,6 years
295749,1,6 years
295751,1,10+ years
295752,2,10+ years
295753,1,10+ years
295754,0,6 years
295755,1,6 years
295757,1,10+ years
295764,2,10+ years
295766,1,10+ years
295768,1,10+ years
295769,1,10+ years
295770,0,10+ years
295772,0,9 years
295774,2,10+ years
295775,0,7 years
295777,1,10+ years
295778,1,10+ years
295779,2,6 years
295782,1,10+ years
295783,0,9 years
295784,2,10+ years
295787,2,8 years
295792,1,10+ years
295793,1,10+ years
295797,2,10+ years
295798,1,9 years
295799,2,9 years
295802,1,10+ years
295803,0,8 years
295807,1,10+ years
295811,2,10+ years
295812,1,9 years
295816,2,8 years
295817,1,10+ years
295819,0,10+ years
295820,0,10+ years
295821,0,9 years
295822,1,10+ years
295823,1,7 years
295824,2,10+ years
295826,2,10+ years
295827,0,6 years
295828,2,9 years
295832,1,6 years
295833,2,6 years
295834,1,10+ years
295835,1,10+ years
295838,1,8 years
295839,1,7 years
295840,1,10+ years
295841,2,10+ years
295842,1,10+ years
295843,2,10+ years
295845,0,10+ years
295852,2,10+ years
295855,1,10+ years
295856,1,10+ years
295858,2,8 years
295862,0,10+ years
295864,1,10+ years
295865,2,9 years
295867,1,10+ years
295872,1,6 years
295877,0,7 years
295879,0,8 years
295881,2,10+ years
295888,2,10+ years
295890,1,6 years
295893,2,6 years
295898,1,10+ years
295905,2,7 years
295906,0,10+ years
295908,2,10+ years
295909,2,7 years
295913,1,10+ years
295916,1,7 years
295918,2,6 years
295919,1,10+ years
295922,1,7 years
295924,2,10+ years
295925,0,10+ years
295926,0,10+ years
295927,1,8 years
295930,1,9 years
295933,2,10+ years
295938,1,7 years
295939,2,10+ years
295941,2,10+ years
295942,0,8 years
295943,2,10+ years
295946,1,10+ years
295947,1,10+ years
295948,0,7 years
295953,2,8 years
295954,2,10+ years
295956,1,10+ years
295957,0,8 years
295961,0,6 years
295963,0,8 years
295965,1,7 years
295970,0,8 years
295971,2,7 years
295972,2,10+ years
295973,0,9 years
295974,2,10+ years
295975,1,10+ years
295976,1,6 years
295978,2,10+ years
295979,0,10+ years
295980,2,8 years
295982,1,10+ years
295984,0,9 years
295985,2,10+ years
295986,1,10+ years
295987,0,10+ years
295988,0,10+ years
295991,0,10+ years
295992,1,10+ years
295993,1,10+ years
295996,1,6 years
295998,0,8 years
295999,0,10+ years
296001,2,10+ years
296002,1,10+ years
296005,1,9 years
296008,2,10+ years
296013,0,10+ years
296016,1,7 years
296017,0,6 years
296018,0,9 years
296020,2,10+ years
296022,2,9 years
296023,2,9 years
296024,1,10+ years
296025,1,7 years
296027,1,10+ years
296030,2,10+ years
296033,1,10+ years
296035,2,10+ years
296037,0,10+ years
296038,1,10+ years
296040,1,7 years
296041,2,10+ years
296043,1,7 years
296044,0,10+ years
296045,2,10+ years
296046,1,10+ years
296047,0,10+ years
296048,1,10+ years
296049,2,10+ years
296051,2,10+ years
296052,0,9 years
296055,1,10+ years
296056,0,8 years
296057,1,10+ years
296058,1,7 years
296066,1,10+ years
296067,1,6 years
296071,1,10+ years
296072,1,10+ years
296074,1,10+ years
296075,2,10+ years
296076,1,10+ years
296079,0,10+ years
296080,2,10+ years
296081,1,9 years
296082,1,8 years
296086,1,10+ years
296090,2,10+ years
296093,1,10+ years
296096,2,10+ years
296097,2,10+ years
296098,1,8 years
296100,0,10+ years
296102,2,7 years
296103,1,9 years
296104,2,10+ years
296107,0,10+ years
296110,0,10+ years
296112,1,10+ years
296113,0,10+ years
296114,0,10+ years
296116,2,10+ years
296117,2,10+ years
296118,0,9 years
296119,1,10+ years
296120,2,10+ years
296121,2,10+ years
296122,0,10+ years
296124,1,9 years
296128,1,10+ years
296130,2,10+ years
296132,1,10+ years
296133,1,10+ years
296134,2,7 years
296135,2,7 years
296137,0,10+ years
296140,1,6 years
296141,0,10+ years
296142,0,10+ years
296143,1,10+ years
296149,2,10+ years
296152,1,10+ years
296154,2,8 years
296156,2,6 years
296157,2,7 years
296159,1,10+ years
296160,1,9 years
296161,2,10+ years
296162,0,10+ years
296163,1,10+ years
296166,0,10+ years
296167,0,6 years
296168,1,6 years
296170,2,9 years
296172,1,8 years
296174,0,10+ years
296176,2,8 years
296177,1,7 years
296178,1,10+ years
296179,0,10+ years
296180,2,9 years
296181,0,10+ years
296185,1,10+ years
296186,1,10+ years
296187,1,6 years
296188,0,10+ years
296190,2,8 years
296191,0,10+ years
296193,2,10+ years
296194,1,10+ years
296196,1,6 years
296197,2,6 years
296200,1,10+ years
296203,1,10+ years
296205,0,6 years
296209,0,10+ years
296211,1,10+ years
296214,0,10+ years
296223,1,10+ years
296225,2,10+ years
296226,0,10+ years
296227,1,6 years
296228,0,10+ years
296231,2,10+ years
296232,1,10+ years
296233,1,10+ years
296234,1,10+ years
296239,2,10+ years
296244,1,9 years
296247,2,6 years
296249,0,10+ years
296253,1,10+ years
296254,0,10+ years
296257,0,10+ years
296258,1,10+ years
296261,2,10+ years
296262,0,10+ years
296263,1,10+ years
296264,2,10+ years
296266,0,10+ years
296267,0,7 years
296269,2,10+ years
296271,0,10+ years
296272,1,10+ years
296273,2,10+ years
296275,1,7 years
296276,1,9 years
296277,0,10+ years
296278,0,10+ years
296280,0,10+ years
296281,1,8 years
296283,2,10+ years
296284,1,10+ years
296285,2,10+ years
296286,2,10+ years
296288,1,6 years
296289,2,10+ years
296290,1,10+ years
296291,0,10+ years
296292,0,10+ years
296293,2,10+ years
296294,0,10+ years
296295,2,10+ years
296296,0,9 years
296297,1,10+ years
296299,0,10+ years
296301,2,9 years
296302,1,10+ years
296306,0,10+ years
296307,1,7 years
296308,1,7 years
296311,2,6 years
296313,0,6 years
296314,0,8 years
296317,1,10+ years
296318,2,10+ years
296324,2,10+ years
296325,2,9 years
296326,1,10+ years
296331,2,10+ years
296332,1,10+ years
296333,0,8 years
296335,1,10+ years
296336,1,10+ years
296337,0,10+ years
296340,1,10+ years
296344,0,10+ years
296347,1,10+ years
296350,2,10+ years
296351,2,8 years
296354,0,10+ years
296356,0,10+ years
296357,0,8 years
296362,1,10+ years
296365,2,10+ years
296366,0,10+ years
296368,1,10+ years
296369,0,10+ years
296375,1,7 years
296378,2,7 years
296380,1,10+ years
296381,0,10+ years
296384,2,7 years
296386,2,10+ years
296393,0,10+ years
296394,0,10+ years
296398,2,10+ years
296402,2,10+ years
296404,0,10+ years
296408,2,8 years
296409,1,10+ years
296410,0,10+ years
296412,2,10+ years
296414,0,10+ years
296416,0,10+ years
296417,2,10+ years
296419,1,10+ years
296420,2,6 years
296421,0,10+ years
296422,1,10+ years
296423,2,9 years
296424,1,6 years
296432,1,8 years
296433,0,10+ years
296434,0,6 years
296435,1,9 years
296437,2,10+ years
296438,0,8 years
296439,1,10+ years
296440,2,9 years
296442,1,6 years
296444,1,10+ years
296446,1,10+ years
296449,0,10+ years
296451,0,8 years
296453,1,10+ years
296454,0,10+ years
296457,0,10+ years
296459,1,10+ years
296461,0,8 years
296462,0,10+ years
296463,1,10+ years
296464,1,10+ years
296467,0,10+ years
296468,1,9 years
296472,2,10+ years
296474,2,10+ years
296475,1,10+ years
296476,1,8 years
296478,0,10+ years
296480,1,10+ years
296482,1,7 years
296485,1,10+ years
296487,2,10+ years
296491,0,10+ years
296493,1,10+ years
296499,0,10+ years
296500,1,10+ years
296503,0,6 years
296504,1,6 years
296507,1,10+ years
296510,0,10+ years
296512,0,10+ years
296514,2,6 years
296516,0,10+ years
296517,1,10+ years
296518,1,10+ years
296520,2,10+ years
296522,0,10+ years
296524,1,10+ years
296526,1,8 years
296529,0,10+ years
296530,2,10+ years
296532,2,10+ years
296533,1,9 years
296534,0,7 years
296535,1,10+ years
296537,2,10+ years
296538,2,8 years
296539,0,10+ years
296543,1,6 years
296547,1,10+ years
296548,1,9 years
296549,1,6 years
296550,0,10+ years
296551,2,10+ years
296552,1,8 years
296554,2,10+ years
296555,1,10+ years
296556,1,10+ years
296557,0,7 years
296559,2,7 years
296560,1,10+ years
296561,1,8 years
296562,1,10+ years
296563,0,10+ years
296565,1,6 years
296568,1,10+ years
296569,1,10+ years
296572,1,10+ years
296573,0,10+ years
296577,2,10+ years
296578,0,6 years
296579,0,10+ years
296580,0,10+ years
296584,0,7 years
296586,1,6 years
296587,1,10+ years
296588,2,10+ years
296589,2,10+ years
296591,2,10+ years
296593,2,10+ years
296594,2,7 years
296595,2,9 years
296596,1,10+ years
296600,0,10+ years
296601,1,10+ years
296602,2,10+ years
296604,1,10+ years
296606,2,9 years
296607,1,6 years
296609,1,10+ years
296610,0,10+ years
296612,0,10+ years
296616,0,8 years
296617,0,8 years
296618,0,10+ years
296628,1,10+ years
296634,1,10+ years
296637,0,9 years
296638,2,10+ years
296640,2,9 years
296641,0,7 years
296648,0,6 years
296651,2,7 years
296652,1,7 years
296654,1,10+ years
296656,2,10+ years
296658,1,10+ years
296660,1,7 years
296662,2,10+ years
296663,0,10+ years
296664,2,7 years
296665,2,10+ years
296670,0,10+ years
296672,1,8 years
296675,0,10+ years
296677,1,6 years
296678,2,7 years
296680,2,6 years
296681,1,10+ years
296682,2,10+ years
296683,1,8 years
296685,0,10+ years
296686,1,10+ years
296689,2,10+ years
296694,1,8 years
296696,1,8 years
296697,1,7 years
296701,2,10+ years
296703,1,10+ years
296704,0,10+ years
296705,1,10+ years
296706,2,10+ years
296708,2,10+ years
296715,2,10+ years
296716,1,10+ years
296719,1,10+ years
296721,1,10+ years
296723,2,7 years
296725,0,10+ years
296726,0,10+ years
296729,0,10+ years
296731,2,10+ years
296732,0,10+ years
296736,1,7 years
296738,1,9 years
296740,2,10+ years
296741,1,8 years
296742,1,10+ years
296743,2,10+ years
296745,0,6 years
296746,1,10+ years
296747,0,10+ years
296748,2,10+ years
296753,2,10+ years
296755,1,10+ years
296756,2,10+ years
296757,2,10+ years
296759,2,10+ years
296760,1,10+ years
296762,2,7 years
296764,1,10+ years
296766,2,10+ years
296767,2,10+ years
296769,2,6 years
296770,1,10+ years
296771,1,6 years
296773,1,10+ years
296775,0,8 years
296776,1,6 years
296779,1,9 years
296780,0,6 years
296787,1,10+ years
296789,0,10+ years
296790,1,10+ years
296795,0,10+ years
296798,0,10+ years
296799,1,10+ years
296800,1,10+ years
296802,2,10+ years
296806,1,10+ years
296807,0,10+ years
296809,2,10+ years
296811,0,10+ years
296812,1,7 years
296814,1,9 years
296817,1,10+ years
296820,1,10+ years
296822,0,6 years
296823,1,10+ years
296824,1,6 years
296825,1,10+ years
296827,1,6 years
296831,0,8 years
296832,0,10+ years
296834,0,10+ years
296837,1,10+ years
296838,0,6 years
296840,1,6 years
296841,1,10+ years
296842,2,10+ years
296843,2,9 years
296851,1,6 years
296852,2,9 years
296855,1,10+ years
296856,1,10+ years
296861,2,9 years
296862,1,7 years
296863,2,10+ years
296864,2,10+ years
296865,1,10+ years
296866,2,10+ years
296868,2,8 years
296872,0,10+ years
296876,2,10+ years
296878,0,9 years
296881,2,6 years
296886,2,10+ years
296887,0,10+ years
296888,0,10+ years
296889,1,10+ years
296891,2,10+ years
296894,0,8 years
296896,1,10+ years
296900,1,6 years
296902,0,10+ years
296903,2,10+ years
296904,1,7 years
296906,2,7 years
296907,1,10+ years
296909,1,8 years
296910,1,7 years
296913,1,10+ years
296916,0,10+ years
296918,1,8 years
296919,2,10+ years
296926,1,6 years
296928,0,6 years
296929,0,10+ years
296932,1,10+ years
296934,2,8 years
296935,2,10+ years
296936,0,10+ years
296937,1,10+ years
296938,2,10+ years
296939,1,9 years
296940,1,6 years
296942,2,8 years
296944,2,10+ years
296947,1,9 years
296948,2,6 years
296949,0,6 years
296951,0,10+ years
296952,0,10+ years
296953,2,10+ years
296954,0,10+ years
296955,0,6 years
296961,1,10+ years
296962,2,9 years
296963,1,10+ years
296965,0,9 years
296967,1,10+ years
296968,1,10+ years
296970,0,10+ years
296971,0,10+ years
296973,2,9 years
296977,2,10+ years
296978,0,10+ years
296983,0,8 years
296986,0,10+ years
296987,0,10+ years
296991,1,6 years
296994,0,10+ years
296996,2,6 years
296997,0,10+ years
296999,2,10+ years
297001,2,10+ years
297002,0,10+ years
297003,0,10+ years
297006,2,6 years
297007,1,8 years
297010,0,7 years
297011,0,8 years
297014,2,10+ years
297017,1,10+ years
297018,2,10+ years
297019,2,10+ years
297020,2,10+ years
297022,2,10+ years
297025,1,7 years
297027,2,10+ years
297028,0,10+ years
297029,2,9 years
297030,2,10+ years
297032,1,10+ years
297033,1,10+ years
297035,1,10+ years
297038,1,10+ years
297039,0,10+ years
297042,0,8 years
297044,1,10+ years
297046,0,8 years
297048,2,10+ years
297049,2,10+ years
297050,0,10+ years
297051,1,10+ years
297054,2,8 years
297056,1,10+ years
297057,2,10+ years
297059,1,10+ years
297062,2,10+ years
297063,0,10+ years
297065,1,10+ years
297066,0,8 years
297074,1,7 years
297075,2,10+ years
297076,0,6 years
297080,2,10+ years
297081,1,10+ years
297082,1,10+ years
297087,2,10+ years
297088,1,9 years
297089,2,10+ years
297091,1,10+ years
297093,1,10+ years
297097,1,10+ years
297098,2,10+ years
297103,1,10+ years
297105,0,10+ years
297106,1,10+ years
297110,2,10+ years
297112,0,9 years
297113,1,10+ years
297116,0,7 years
297118,0,8 years
297119,2,7 years
297121,1,10+ years
297123,0,7 years
297125,1,6 years
297126,1,8 years
297127,0,10+ years
297128,2,10+ years
297131,1,8 years
297132,0,10+ years
297133,1,8 years
297142,0,7 years
297143,1,9 years
297145,1,9 years
297146,1,6 years
297147,1,8 years
297149,1,10+ years
297151,1,9 years
297152,0,6 years
297153,0,10+ years
297154,1,8 years
297156,1,7 years
297158,2,10+ years
297159,1,10+ years
297162,2,10+ years
297163,0,10+ years
297164,2,10+ years
297165,1,10+ years
297169,0,6 years
297170,0,10+ years
297171,1,10+ years
297172,0,6 years
297174,1,10+ years
297175,1,7 years
297177,0,10+ years
297179,2,10+ years
297180,0,9 years
297183,0,7 years
297184,1,10+ years
297185,0,6 years
297186,0,10+ years
297187,0,10+ years
297190,0,10+ years
297192,0,10+ years
297193,2,10+ years
297194,0,10+ years
297195,2,10+ years
297196,0,8 years
297197,1,10+ years
297201,2,10+ years
297202,1,10+ years
297205,2,8 years
297206,2,6 years
297207,0,8 years
297210,1,10+ years
297211,1,7 years
297212,0,10+ years
297216,2,10+ years
297219,2,10+ years
297223,1,10+ years
297225,0,10+ years
297227,1,10+ years
297228,2,10+ years
297230,0,10+ years
297232,1,10+ years
297234,0,8 years
297235,0,10+ years
297236,0,10+ years
297239,2,6 years
